id,loan_amnt,funded_amnt,int_rate,grade,sub_grade,home_ownership,verification_status,issue_d,loan_status,addr_state,dti
453541,15000,15000,13.57%,C,C3,RENT,Not Verified,Nov-09,Charged Off,CA,0.81
453543,7600,7600,8.59%,A,A4,OWN,Not Verified,Oct-09,Fully Paid,SC,10.5
453583,9600,9600,14.26%,C,C5,RENT,Verified,Nov-09,Fully Paid,NY,19.61
453585,4000,4000,15.65%,D,D4,MORTGAGE,Not Verified,Nov-09,Fully Paid,MT,10.82
453586,19000,19000,13.22%,C,C2,RENT,Not Verified,Nov-09,Fully Paid,FL,10.95
453587,6500,6500,15.65%,D,D4,RENT,Not Verified,Nov-09,Fully Paid,FL,18.9
453589,6000,6000,15.65%,D,D4,RENT,Not Verified,Nov-09,Fully Paid,CO,22.89
453618,12000,12000,11.48%,B,B2,RENT,Not Verified,Nov-09,Fully Paid,NJ,2.8
453620,2500,2500,13.92%,C,C4,RENT,Not Verified,Oct-09,Fully Paid,TX,21.17
453629,15000,15000,11.48%,B,B2,RENT,Not Verified,Nov-09,Fully Paid,CA,8.84
453632,16000,16000,11.83%,B,B3,MORTGAGE,Not Verified,Nov-09,Fully Paid,PA,6.29
453667,6600,6600,7.74%,A,A3,MORTGAGE,Not Verified,Nov-09,Fully Paid,CO,0.62
453673,16000,16000,13.57%,C,C3,OWN,Not Verified,Nov-09,Fully Paid,MN,18.58
453677,24000,24000,12.53%,B,B5,OWN,Verified,Nov-09,Fully Paid,OH,17.9
453686,20000,20000,16.70%,E,E2,MORTGAGE,Not Verified,Nov-09,Fully Paid,CA,3.88
453688,2100,2100,11.14%,B,B1,OWN,Not Verified,Oct-09,Fully Paid,NY,6.75
453717,8000,8000,7.74%,A,A3,RENT,Not Verified,Nov-09,Fully Paid,AZ,16.5
453744,25000,25000,12.87%,C,C1,MORTGAGE,Not Verified,Nov-09,Fully Paid,PA,1.16
453754,9600,9600,13.92%,C,C4,RENT,Not Verified,Nov-09,Fully Paid,NY,13.55
453770,4750,4750,11.83%,B,B3,RENT,Not Verified,Nov-09,Fully Paid,TX,22.69
453780,7500,7500,13.22%,C,C2,MORTGAGE,Not Verified,Nov-09,Fully Paid,MO,11.74
453783,13000,13000,15.31%,D,D3,OWN,Not Verified,Nov-09,Fully Paid,MA,20.52
453791,3000,3000,7.05%,A,A1,RENT,Not Verified,Nov-09,Fully Paid,NY,9.48
453866,6000,6000,11.14%,B,B1,RENT,Not Verified,Nov-09,Fully Paid,CA,8.82
453894,12000,12000,11.83%,B,B3,RENT,Not Verified,Nov-09,Fully Paid,CA,17.61
453900,8400,8400,13.57%,C,C3,RENT,Not Verified,Nov-09,Charged Off,CO,5.78
453910,7000,7000,14.96%,D,D2,RENT,Not Verified,Nov-09,Fully Paid,CT,3.71
453938,8400,8400,13.22%,C,C2,RENT,Not Verified,Nov-09,Fully Paid,NJ,12.5
453965,15000,15000,15.31%,D,D3,MORTGAGE,Not Verified,Nov-09,Fully Paid,KS,12.15
453967,5500,5500,13.92%,C,C4,MORTGAGE,Not Verified,Nov-09,Fully Paid,AZ,21.48
454043,6500,6500,13.22%,C,C2,RENT,Not Verified,Nov-09,Charged Off,CA,8.64
454047,2500,2500,7.40%,A,A2,MORTGAGE,Not Verified,Nov-09,Fully Paid,FL,1.33
454057,1000,1000,14.26%,C,C5,RENT,Not Verified,Nov-09,Fully Paid,SC,24.61
454062,15750,15750,16.35%,E,E1,OWN,Not Verified,Nov-09,Fully Paid,AZ,18.13
454075,25000,25000,14.96%,D,D2,MORTGAGE,Not Verified,Nov-09,Fully Paid,MD,8.73
454082,6000,6000,11.83%,B,B3,MORTGAGE,Not Verified,Dec-09,Fully Paid,IL,23.15
454092,15000,15000,13.22%,C,C2,RENT,Not Verified,Nov-09,Fully Paid,MA,15.63
454105,6000,6000,12.87%,C,C1,RENT,Not Verified,Nov-09,Fully Paid,MA,18.12
454130,6000,6000,8.94%,A,A5,RENT,Not Verified,Nov-09,Fully Paid,NY,14.72
454140,1200,1200,14.26%,C,C5,RENT,Not Verified,Nov-09,Charged Off,TX,13.75
454161,5500,5500,8.94%,A,A5,OWN,Not Verified,Nov-09,Fully Paid,MD,9.29
454182,12500,12500,11.83%,B,B3,MORTGAGE,Not Verified,Nov-09,Fully Paid,MI,1.07
454186,12000,12000,13.57%,C,C3,OWN,Not Verified,Nov-09,Fully Paid,MO,10.46
454192,2100,2100,12.53%,B,B5,MORTGAGE,Not Verified,Nov-09,Fully Paid,GA,8.33
454194,5000,5000,12.53%,B,B5,RENT,Not Verified,Nov-09,Charged Off,WA,4.85
454206,15600,15600,16.35%,E,E1,MORTGAGE,Not Verified,Nov-09,Fully Paid,FL,14.45
454216,6000,6000,13.57%,C,C3,RENT,Not Verified,Nov-09,Fully Paid,OH,20.79
454238,8000,8000,15.65%,D,D4,RENT,Not Verified,Nov-09,Fully Paid,OH,7.34
454248,20000,20000,15.65%,D,D4,RENT,Not Verified,Dec-09,Fully Paid,NY,0.35
454253,4000,4000,13.22%,C,C2,RENT,Not Verified,Nov-09,Fully Paid,FL,14.13
454264,9000,9000,11.83%,B,B3,MORTGAGE,Not Verified,Nov-09,Fully Paid,CO,19.5
454268,4800,4800,14.61%,D,D1,MORTGAGE,Not Verified,Nov-09,Fully Paid,GA,8.81
454310,7750,7750,15.31%,D,D3,MORTGAGE,Not Verified,Nov-09,Fully Paid,MD,24.08
454324,25000,25000,11.83%,B,B3,MORTGAGE,Not Verified,Jan-10,Fully Paid,MA,4.87
454329,7500,7500,12.18%,B,B4,RENT,Not Verified,Nov-09,Charged Off,SD,13.02
454334,3250,3250,12.53%,B,B5,OWN,Not Verified,Nov-09,Fully Paid,NY,22.54
454335,9250,9250,11.48%,B,B2,RENT,Not Verified,Nov-09,Fully Paid,MI,18.9
454392,3600,3600,12.87%,C,C1,MORTGAGE,Not Verified,Nov-09,Fully Paid,NJ,1.58
454405,22000,22000,20.86%,G,G4,OWN,Not Verified,Nov-09,Fully Paid,IL,12.78
454473,7000,7000,7.40%,A,A2,MORTGAGE,Not Verified,Nov-09,Fully Paid,AZ,8.89
454474,12000,12000,8.94%,A,A5,OWN,Not Verified,Nov-09,Fully Paid,GA,5.52
454495,2000,2000,15.65%,D,D4,MORTGAGE,Not Verified,Nov-09,Fully Paid,TX,20.41
454512,6250,6250,6.00%,B,B3,MORTGAGE,Not Verified,Nov-09,Fully Paid,MI,10.3
454515,20000,20000,17.04%,E,E3,RENT,Not Verified,Nov-09,Fully Paid,CA,9.66
454549,16750,16750,14.61%,D,D1,MORTGAGE,Not Verified,Nov-09,Fully Paid,TX,10.12
454553,6000,6000,14.96%,D,D2,RENT,Not Verified,Nov-09,Fully Paid,AZ,19.58
454566,2500,2500,13.22%,C,C2,OWN,Not Verified,Nov-09,Fully Paid,TX,19.68
454588,12000,12000,11.83%,B,B3,RENT,Not Verified,Nov-09,Fully Paid,VA,15.88
454629,4800,4800,8.94%,A,A5,MORTGAGE,Not Verified,Nov-09,Fully Paid,NY,10.54
454633,11500,11500,11.14%,B,B1,OWN,Not Verified,Nov-09,Fully Paid,CA,3.32
454663,5000,5000,14.96%,D,D2,RENT,Not Verified,Nov-09,Fully Paid,NY,4.22
454669,10000,10000,8.59%,A,A4,MORTGAGE,Not Verified,Nov-09,Fully Paid,GA,4.75
454682,6000,6000,14.61%,D,D1,RENT,Not Verified,Nov-09,Charged Off,NY,16.2
454684,10000,10000,12.18%,B,B4,MORTGAGE,Not Verified,Nov-09,Fully Paid,IL,22.34
454685,5000,5000,11.83%,B,B3,OWN,Not Verified,Nov-09,Charged Off,CA,5.66
454687,13000,13000,8.94%,A,A5,RENT,Not Verified,Nov-09,Fully Paid,FL,8.77
454698,1600,1600,7.88%,A,A5,MORTGAGE,Not Verified,Feb-10,Fully Paid,CA,7.74
454727,7500,7500,13.22%,C,C2,RENT,Not Verified,Nov-09,Fully Paid,NJ,3.88
454740,14400,14400,8.94%,A,A5,RENT,Not Verified,Nov-09,Fully Paid,MN,23.4
454752,12000,12000,8.59%,A,A4,RENT,Not Verified,Nov-09,Fully Paid,NY,9.02
454757,9475,9475,11.83%,B,B3,RENT,Not Verified,Nov-09,Fully Paid,KS,14.48
454764,18000,18000,13.57%,C,C3,RENT,Verified,Nov-09,Fully Paid,NY,6.33
454771,17000,17000,16.70%,E,E2,MORTGAGE,Not Verified,Nov-09,Fully Paid,WA,10.71
454773,1200,1200,13.92%,C,C4,MORTGAGE,Not Verified,Dec-09,Fully Paid,AZ,11.87
454786,6500,6500,7.74%,A,A3,RENT,Not Verified,Nov-09,Fully Paid,TX,12.77
454791,12000,12000,8.94%,A,A5,MORTGAGE,Not Verified,Nov-09,Fully Paid,CA,15.52
454796,17000,17000,11.83%,B,B3,MORTGAGE,Not Verified,Nov-09,Fully Paid,TX,3.65
454801,3500,3500,7.74%,A,A3,RENT,Not Verified,Nov-09,Fully Paid,PA,14.23
454807,4000,4000,13.92%,C,C4,RENT,Not Verified,Nov-09,Fully Paid,OR,21.49
454824,3000,3000,13.57%,C,C3,RENT,Not Verified,Nov-09,Fully Paid,TX,9.87
454838,12000,12000,7.51%,A,A4,MORTGAGE,Not Verified,Aug-10,Fully Paid,NY,15.35
454857,5000,5000,7.74%,A,A3,MORTGAGE,Not Verified,Nov-09,Fully Paid,AZ,0.54
454865,20000,20000,11.83%,B,B3,RENT,Verified,Nov-09,Fully Paid,CA,13.13
454912,12500,12500,8.94%,A,A5,OWN,Not Verified,Nov-09,Fully Paid,SC,14.94
454927,2400,2400,13.22%,C,C2,RENT,Not Verified,Nov-09,Fully Paid,CA,20.67
454945,11500,11500,15.31%,D,D3,RENT,Not Verified,Nov-09,Fully Paid,IL,20.35
454963,11000,11000,12.18%,B,B4,RENT,Not Verified,Nov-09,Fully Paid,PA,21.69
454980,12000,12000,11.14%,B,B1,MORTGAGE,Not Verified,Nov-09,Charged Off,VA,7.82
454995,10000,10000,12.18%,B,B4,OWN,Not Verified,Nov-09,Fully Paid,MI,5.36
455011,12000,12000,12.53%,B,B5,RENT,Not Verified,Nov-09,Fully Paid,WI,9.27
455027,9000,9000,16.00%,D,D5,RENT,Not Verified,Nov-09,Fully Paid,CA,5.32
455041,3750,3750,15.65%,D,D4,RENT,Not Verified,Nov-09,Fully Paid,CA,18.91
455052,6400,6400,12.87%,C,C1,RENT,Not Verified,Nov-09,Fully Paid,MA,20.12
455059,6000,6000,7.40%,A,A2,RENT,Not Verified,Nov-09,Fully Paid,CA,0.85
455074,5000,5000,14.96%,D,D2,RENT,Not Verified,Nov-09,Fully Paid,CA,12.71
455098,6000,6000,11.14%,B,B1,MORTGAGE,Not Verified,Nov-09,Fully Paid,TX,1.7
455108,3500,3500,12.87%,C,C1,RENT,Verified,Nov-09,Fully Paid,HI,9.34
455110,1000,1000,11.48%,B,B2,MORTGAGE,Not Verified,Nov-09,Fully Paid,PA,1.03
455121,20000,20000,13.22%,C,C2,OWN,Verified,Nov-09,Fully Paid,PA,9.68
455135,6250,6250,14.96%,D,D2,RENT,Not Verified,Nov-09,Fully Paid,FL,20.69
455150,5200,5200,12.53%,B,B5,RENT,Not Verified,Nov-09,Fully Paid,IL,21
455152,20000,20000,16.00%,D,D5,MORTGAGE,Not Verified,Nov-09,Fully Paid,TX,5.31
455153,9500,9500,15.31%,D,D3,MORTGAGE,Not Verified,Nov-09,Charged Off,MI,21.87
455161,4000,4000,7.40%,A,A2,RENT,Not Verified,Nov-09,Fully Paid,CA,5.23
455162,10000,10000,12.18%,B,B4,MORTGAGE,Not Verified,Nov-09,Fully Paid,CT,10.88
455253,17500,17500,12.18%,B,B4,MORTGAGE,Not Verified,Nov-09,Fully Paid,VA,12.7
455261,4500,4500,14.61%,D,D1,OWN,Not Verified,Nov-09,Fully Paid,PA,19.78
455281,23000,23000,18.43%,F,F2,MORTGAGE,Not Verified,Nov-09,Fully Paid,VA,6.73
455289,7750,7750,12.53%,B,B5,MORTGAGE,Not Verified,Nov-09,Charged Off,NY,3.27
455299,25000,25000,15.31%,D,D3,MORTGAGE,Verified,Nov-09,Fully Paid,CA,7.31
455300,8000,8000,12.87%,C,C1,MORTGAGE,Not Verified,Nov-09,Charged Off,TX,6.19
455304,6000,6000,8.94%,A,A5,RENT,Not Verified,Nov-09,Fully Paid,WI,21.2
455306,2500,2500,7.40%,A,A2,MORTGAGE,Not Verified,Nov-09,Fully Paid,LA,14.9
455309,20000,20000,11.83%,B,B3,MORTGAGE,Not Verified,Dec-09,Fully Paid,CA,6.77
455314,1200,1200,7.40%,A,A2,MORTGAGE,Not Verified,Nov-09,Fully Paid,DE,6.8
455335,3000,3000,8.59%,A,A4,MORTGAGE,Not Verified,Nov-09,Fully Paid,CO,5.61
455358,10000,10000,8.59%,A,A4,RENT,Not Verified,Nov-09,Fully Paid,CO,3.47
455393,6000,6000,7.74%,A,A3,OWN,Not Verified,Nov-09,Fully Paid,AZ,23.22
455421,8000,8000,12.18%,B,B4,RENT,Verified,Nov-09,Fully Paid,MA,1.24
455614,5000,5000,12.87%,C,C1,MORTGAGE,Not Verified,Nov-09,Charged Off,FL,16.57
455618,11500,11500,13.92%,C,C4,MORTGAGE,Not Verified,Nov-09,Fully Paid,TX,14.88
455627,8400,8400,12.53%,B,B5,RENT,Not Verified,Nov-09,Fully Paid,CT,8.36
455641,10000,10000,7.88%,A,A5,MORTGAGE,Not Verified,Feb-10,Fully Paid,CT,9.09
455659,7000,7000,12.87%,C,C1,OWN,Verified,Dec-09,Fully Paid,NH,18.69
455662,12000,12000,12.87%,C,C1,RENT,Not Verified,Nov-09,Fully Paid,FL,16.07
455671,8000,8000,14.96%,D,D2,RENT,Not Verified,Nov-09,Charged Off,CA,4.5
455682,3200,3200,14.61%,D,D1,RENT,Verified,Nov-09,Fully Paid,TX,16.44
455697,8650,8650,8.94%,A,A5,RENT,Verified,Nov-09,Fully Paid,NM,11.8
455715,21000,21000,11.48%,B,B2,MORTGAGE,Not Verified,Nov-09,Fully Paid,CO,10.53
455716,10200,10200,8.94%,A,A5,RENT,Not Verified,Nov-09,Fully Paid,NY,0
455737,12000,12000,14.26%,C,C5,RENT,Not Verified,Nov-09,Fully Paid,VA,16.28
455781,10000,10000,11.14%,B,B1,RENT,Not Verified,Nov-09,Fully Paid,CA,19.31
455821,24250,24250,16.00%,D,D5,RENT,Verified,Nov-09,Charged Off,CA,18.08
455871,6400,6400,12.87%,C,C1,RENT,Not Verified,Nov-09,Charged Off,CA,11.09
455904,25000,25000,11.83%,B,B3,MORTGAGE,Not Verified,Nov-09,Fully Paid,IL,8.74
455927,11000,11000,11.14%,B,B1,MORTGAGE,Verified,Nov-09,Fully Paid,CA,1.54
455941,10000,10000,12.18%,B,B4,RENT,Not Verified,Nov-09,Fully Paid,PA,10.68
455977,20000,20000,16.00%,D,D5,RENT,Not Verified,Dec-09,Charged Off,AL,0.6
455987,2000,2000,11.48%,B,B2,RENT,Verified,Nov-09,Fully Paid,NY,12.03
455991,15000,15000,13.57%,C,C3,MORTGAGE,Verified,Nov-09,Fully Paid,VA,4.88
455997,12000,12000,11.14%,B,B1,OWN,Not Verified,Nov-09,Fully Paid,CA,16.71
456014,10000,10000,12.18%,B,B4,RENT,Not Verified,Nov-09,Fully Paid,NY,16.14
456023,6400,6400,8.94%,A,A5,MORTGAGE,Not Verified,Nov-09,Fully Paid,CA,0.26
456032,16000,16000,12.18%,B,B4,RENT,Not Verified,Nov-09,Fully Paid,NY,17.4
456047,10000,10000,13.22%,C,C2,RENT,Verified,Nov-09,Fully Paid,CA,9.86
456085,4200,4200,15.31%,D,D3,RENT,Not Verified,Nov-09,Charged Off,MI,9.8
456093,6500,6500,8.59%,A,A4,OWN,Not Verified,Nov-09,Fully Paid,AZ,5.85
456095,6000,6000,11.83%,B,B3,RENT,Not Verified,Nov-09,Fully Paid,TX,14.77
456132,9250,9250,8.59%,A,A4,MORTGAGE,Not Verified,Nov-09,Fully Paid,GA,14.16
456193,4000,4000,14.61%,D,D1,RENT,Not Verified,Nov-09,Fully Paid,CA,10.68
456194,24250,24250,12.87%,C,C1,RENT,Verified,Nov-09,Fully Paid,HI,13.7
456197,10000,10000,13.57%,C,C3,RENT,Not Verified,Nov-09,Fully Paid,TX,15.53
456262,3100,3100,8.94%,A,A5,MORTGAGE,Not Verified,Nov-09,Fully Paid,CT,21.75
456267,5000,5000,8.94%,A,A5,RENT,Not Verified,Nov-09,Fully Paid,MI,6.13
456278,12000,12000,12.53%,B,B5,RENT,Not Verified,Nov-09,Fully Paid,MD,15.4
456281,8000,8000,8.94%,A,A5,MORTGAGE,Not Verified,Nov-09,Fully Paid,PA,11.87
456301,2000,2000,7.40%,A,A2,MORTGAGE,Not Verified,Nov-09,Fully Paid,WA,3.92
456326,18000,18000,11.14%,B,B1,MORTGAGE,Not Verified,Nov-09,Fully Paid,FL,0.99
456335,5000,5000,12.18%,B,B4,RENT,Not Verified,Nov-09,Charged Off,GA,8.67
456357,14000,14000,18.09%,F,F1,OWN,Not Verified,Nov-09,Fully Paid,CA,11.73
456373,6000,6000,15.31%,D,D3,RENT,Not Verified,Dec-09,Fully Paid,PA,14.7
456387,8000,8000,13.92%,C,C4,MORTGAGE,Not Verified,Nov-09,Fully Paid,UT,6.42
456408,10000,10000,8.94%,A,A5,MORTGAGE,Not Verified,Nov-09,Fully Paid,PA,12.52
456411,4000,4000,7.40%,A,A2,OWN,Not Verified,Nov-09,Fully Paid,CA,1.72
456448,15000,15000,16.00%,D,D5,RENT,Verified,Nov-09,Fully Paid,OH,5.72
456450,25000,25000,11.48%,B,B2,MORTGAGE,Not Verified,Nov-09,Fully Paid,MO,10.17
456465,13000,13000,10.62%,B,B3,MORTGAGE,Not Verified,Feb-10,Fully Paid,NJ,23.55
456466,15250,15250,12.53%,B,B5,RENT,Not Verified,Nov-09,Fully Paid,WI,20.78
456469,5000,5000,11.83%,B,B3,RENT,Verified,Nov-09,Fully Paid,KY,20.57
456474,4800,4800,16.00%,D,D5,MORTGAGE,Not Verified,Nov-09,Fully Paid,NJ,6.06
456475,15000,15000,13.22%,C,C2,RENT,Not Verified,Nov-09,Fully Paid,TX,17.93
456477,9500,9500,8.59%,A,A4,RENT,Not Verified,Nov-09,Fully Paid,IL,20.7
456479,9800,9800,8.59%,A,A4,RENT,Not Verified,Nov-09,Fully Paid,FL,14.46
456528,10000,10000,8.59%,A,A4,OWN,Not Verified,Nov-09,Fully Paid,LA,2.94
456534,7000,7000,8.94%,A,A5,MORTGAGE,Not Verified,Nov-09,Fully Paid,FL,23.44
456540,8500,8500,12.53%,B,B5,MORTGAGE,Not Verified,Nov-09,Fully Paid,NY,19.06
456556,10000,10000,8.59%,A,A4,RENT,Not Verified,Nov-09,Fully Paid,NY,15.31
456582,1500,1500,13.92%,C,C4,MORTGAGE,Not Verified,Dec-09,Charged Off,NM,20.7
456618,6000,6000,11.48%,B,B2,RENT,Not Verified,Nov-09,Fully Paid,FL,1.87
456627,10000,10000,8.59%,A,A4,RENT,Not Verified,Nov-09,Fully Paid,AL,6.52
456639,16000,16000,12.18%,B,B4,RENT,Verified,Nov-09,Fully Paid,OR,21.58
456643,16000,16000,13.22%,C,C2,MORTGAGE,Not Verified,Nov-09,Fully Paid,MD,5.66
456653,5000,5000,11.14%,B,B1,MORTGAGE,Not Verified,Nov-09,Fully Paid,MD,5.88
456671,7000,7000,13.92%,C,C4,MORTGAGE,Not Verified,Dec-09,Fully Paid,VA,10.55
456709,15000,15000,11.48%,B,B2,RENT,Verified,Nov-09,Fully Paid,CA,14.31
456718,3250,3250,8.59%,A,A4,RENT,Not Verified,Nov-09,Charged Off,NJ,6
456719,25000,25000,14.96%,D,D2,MORTGAGE,Verified,Nov-09,Fully Paid,CO,19.09
456763,3500,3500,12.53%,B,B5,MORTGAGE,Not Verified,Nov-09,Fully Paid,AZ,6.91
456774,5000,5000,7.40%,A,A2,RENT,Not Verified,Nov-09,Fully Paid,CT,17.93
456788,5000,5000,14.26%,C,C5,RENT,Not Verified,Nov-09,Fully Paid,FL,15.6
456807,5000,5000,8.94%,A,A5,RENT,Not Verified,Nov-09,Charged Off,VA,14.33
456812,19750,19750,21.21%,G,G5,MORTGAGE,Not Verified,Nov-09,Charged Off,MA,19.87
456828,10000,10000,14.26%,C,C5,RENT,Not Verified,Nov-09,Fully Paid,VA,4.27
456868,6000,6000,7.74%,A,A3,MORTGAGE,Not Verified,Nov-09,Fully Paid,SC,11.58
456875,4900,4900,8.94%,A,A5,RENT,Not Verified,Nov-09,Fully Paid,WA,10.65
456880,23200,23200,16.00%,D,D5,MORTGAGE,Not Verified,Nov-09,Fully Paid,WA,0.56
456899,7000,7000,7.74%,A,A3,RENT,Not Verified,Nov-09,Fully Paid,MN,12.32
456922,9600,9600,15.31%,D,D3,MORTGAGE,Not Verified,Nov-09,Fully Paid,OH,21.31
456940,25000,25000,15.65%,D,D4,RENT,Not Verified,Dec-09,Fully Paid,NJ,9.84
456941,5000,5000,8.94%,A,A5,MORTGAGE,Not Verified,Nov-09,Fully Paid,NJ,24.34
456955,3000,3000,11.83%,B,B3,RENT,Not Verified,Nov-09,Charged Off,NY,20.34
456971,1000,1000,11.48%,B,B2,MORTGAGE,Not Verified,Nov-09,Charged Off,CA,11.57
456982,25000,25000,12.18%,B,B4,RENT,Not Verified,Nov-09,Charged Off,UT,6.28
457027,7500,7500,8.59%,A,A4,MORTGAGE,Not Verified,Nov-09,Fully Paid,OR,0
457032,18000,18000,14.61%,D,D1,MORTGAGE,Verified,Nov-09,Fully Paid,NY,12.73
457034,1500,1500,11.48%,B,B2,RENT,Source Verified,Nov-09,Fully Paid,CA,23.67
457048,5000,5000,11.83%,B,B3,MORTGAGE,Not Verified,Nov-09,Fully Paid,CO,23.75
457063,4750,4750,14.96%,D,D2,OWN,Not Verified,Nov-09,Charged Off,CA,22.36
457103,5000,5000,16.35%,E,E1,RENT,Not Verified,Nov-09,Charged Off,CA,3.16
457121,10000,10000,8.94%,A,A5,MORTGAGE,Not Verified,Nov-09,Fully Paid,CA,5.58
457163,15000,15000,8.94%,A,A5,RENT,Verified,Nov-09,Fully Paid,CA,5.55
457171,16000,16000,13.92%,C,C4,RENT,Not Verified,Nov-09,Fully Paid,CA,16.51
457178,5000,5000,8.59%,A,A4,MORTGAGE,Not Verified,Nov-09,Charged Off,MA,12.59
457181,11000,11000,12.53%,B,B5,RENT,Not Verified,Nov-09,Fully Paid,NJ,5.12
457184,8000,8000,7.74%,A,A3,RENT,Not Verified,Nov-09,Fully Paid,NY,7.06
457203,9000,9000,15.31%,D,D3,RENT,Verified,Nov-09,Fully Paid,NY,6.74
457207,1000,1000,8.59%,A,A4,RENT,Not Verified,Nov-09,Charged Off,NJ,2.42
457252,1200,1200,14.61%,D,D1,RENT,Not Verified,Nov-09,Fully Paid,FL,16.35
457258,6000,6000,13.92%,C,C4,RENT,Not Verified,Nov-09,Fully Paid,TX,15.64
457272,10000,10000,11.48%,B,B2,RENT,Not Verified,Nov-09,Fully Paid,CA,0.5
457288,10000,10000,11.83%,B,B3,RENT,Not Verified,Nov-09,Fully Paid,CA,12.96
457294,13000,13000,15.31%,D,D3,RENT,Not Verified,Nov-09,Fully Paid,CA,21.51
457320,10500,10500,11.48%,B,B2,RENT,Not Verified,Nov-09,Fully Paid,PA,6.23
457346,12000,12000,12.87%,C,C1,RENT,Not Verified,Nov-09,Fully Paid,VA,21.06
457349,16000,16000,16.00%,D,D5,RENT,Not Verified,Nov-09,Charged Off,CA,20.6
457351,18500,18500,12.18%,B,B4,MORTGAGE,Not Verified,Nov-09,Fully Paid,IL,2.38
457364,8000,8000,14.96%,D,D2,RENT,Not Verified,Dec-09,Fully Paid,NY,10.33
457372,21600,21600,13.22%,C,C2,MORTGAGE,Not Verified,Nov-09,Fully Paid,MA,10.49
457374,8400,8400,13.92%,C,C4,RENT,Verified,Nov-09,Fully Paid,OH,18.48
457386,2500,2500,18.78%,F,F3,RENT,Not Verified,Nov-09,Fully Paid,MN,2.79
457410,16000,16000,12.87%,C,C1,RENT,Verified,Nov-09,Fully Paid,CA,17.93
457414,10000,10000,8.59%,A,A4,OWN,Not Verified,Nov-09,Fully Paid,IL,0.22
457444,19000,19000,14.96%,D,D2,RENT,Not Verified,Nov-09,Fully Paid,TX,17.34
457481,6800,6800,15.65%,D,D4,RENT,Not Verified,Nov-09,Fully Paid,PA,22.71
457493,8000,8000,14.61%,D,D1,RENT,Not Verified,Nov-09,Charged Off,NJ,12.59
457500,3600,3600,11.83%,B,B3,RENT,Not Verified,Nov-09,Fully Paid,CO,13.92
457533,25000,25000,12.18%,B,B4,MORTGAGE,Not Verified,Nov-09,Fully Paid,TX,8.21
457535,2000,2000,13.57%,C,C3,OWN,Not Verified,Nov-09,Fully Paid,FL,19.25
457540,6000,6000,12.87%,C,C1,MORTGAGE,Not Verified,Nov-09,Fully Paid,PA,5.81
457562,14500,14500,16.70%,E,E2,RENT,Not Verified,Nov-09,Charged Off,FL,7.54
457566,9250,9250,13.57%,C,C3,RENT,Not Verified,Nov-09,Fully Paid,DC,19.26
457578,4900,4900,14.26%,C,C5,RENT,Not Verified,Nov-09,Fully Paid,CT,23.75
457583,10000,10000,8.59%,A,A4,MORTGAGE,Not Verified,Nov-09,Fully Paid,CA,4.15
457623,10000,10000,12.87%,C,C1,OWN,Not Verified,Nov-09,Fully Paid,CA,17.89
457637,2000,2000,14.26%,C,C5,MORTGAGE,Not Verified,Nov-09,Fully Paid,MI,6.54
457651,8000,8000,15.31%,D,D3,RENT,Not Verified,Nov-09,Charged Off,CA,0.49
457657,5000,5000,13.57%,C,C3,MORTGAGE,Not Verified,Nov-09,Fully Paid,OK,10.71
457661,15000,15000,15.65%,D,D4,MORTGAGE,Not Verified,Nov-09,Charged Off,CA,3.41
457675,15000,15000,15.65%,D,D4,OWN,Not Verified,Nov-09,Fully Paid,AZ,9.47
457678,6000,6000,13.22%,C,C2,RENT,Not Verified,Nov-09,Charged Off,IL,15.36
457700,12000,12000,8.94%,A,A5,RENT,Not Verified,Nov-09,Fully Paid,NY,6
457736,9475,9475,8.94%,A,A5,OWN,Not Verified,Nov-09,Fully Paid,IL,7.07
457744,20000,20000,12.18%,B,B4,MORTGAGE,Verified,Nov-09,Fully Paid,CO,15.1
457749,4000,4000,17.39%,E,E4,RENT,Verified,Nov-09,Fully Paid,NY,23.81
457776,16000,16000,15.65%,D,D4,MORTGAGE,Not Verified,Nov-09,Fully Paid,OH,12.94
457819,9500,9500,12.53%,B,B5,RENT,Not Verified,Nov-09,Fully Paid,PA,10.78
457826,23000,23000,12.18%,B,B4,RENT,Not Verified,Nov-09,Fully Paid,DC,14.96
457833,10400,10400,11.14%,B,B1,OWN,Not Verified,Nov-09,Fully Paid,NH,9.2
457854,6000,6000,11.83%,B,B3,MORTGAGE,Not Verified,Nov-09,Fully Paid,CT,15.1
457857,13500,13500,11.14%,B,B1,MORTGAGE,Not Verified,Nov-09,Fully Paid,NY,17.48
457883,2000,2000,12.53%,B,B5,RENT,Not Verified,Nov-09,Charged Off,CA,9.04
457887,19000,19000,12.18%,B,B4,RENT,Not Verified,Nov-09,Fully Paid,TX,13.71
457893,7000,7000,7.74%,A,A3,MORTGAGE,Not Verified,Nov-09,Fully Paid,AR,4.29
457918,9975,9975,11.48%,B,B2,RENT,Not Verified,Nov-09,Fully Paid,CA,15.6
457919,7000,7000,14.96%,D,D2,OWN,Not Verified,Nov-09,Fully Paid,OR,0.24
457922,20000,20000,14.26%,C,C5,RENT,Verified,Nov-09,Fully Paid,CO,20.09
457931,6000,6000,8.94%,A,A5,RENT,Not Verified,Nov-09,Fully Paid,GA,20.1
457938,13000,13000,14.61%,D,D1,RENT,Verified,Nov-09,Fully Paid,WA,21.39
